token_id	speaker	tu_id	span	form	type	jefferson_feats	align	prolongations	pace	guesses	overlaps	event
122-14	BO105	122	in	in	linguistic	_	_	_	_	_	_	_
122-15	BO105	122	modo:	modo	linguistic	_	_	3x1	_	_	_	_
122-16	BO105	122	cioè	cioè	linguistic	_	_	_	_	_	_	_
122-17	BO105	122	delle	delle	linguistic	_	_	_	_	_	_	_
122-18	BO105	122	prove	prove	linguistic	_	_	_	_	_	_	_
122-19	BO105	122	in	in	linguistic	_	_	_	_	_	_	_
122-20	BO105	122	modo	modo	linguistic	_	_	_	_	_	_	_
122-21	BO105	122	oggettivo,	oggettivo	linguistic	Intonation=weakly_rising	End=471.63	_	_	_	_	_
123-0	BO104	123	dove	dove	linguistic	_	Begin=471.753	_	_	_	_	_
123-1	BO104	123	[stai::]	stai	linguistic	_	_	3x2	_	_	0-4(22)	_
123-2	BO104	123	svolgendo	svolgendo	linguistic	_	_	_	_	_	_	_
123-3	BO104	123	il	il	linguistic	_	_	_	_	_	_	_
123-4	BO104	123	tirocionio?	tirocionio	linguistic	Intonation=Rising	End=473.771	_	_	_	_	_
124-0	BO105	124	[delle::]	delle	linguistic	_	Begin=472.003|End=472.93	4x2	_	_	0-5(22)	_
125-0	BO105	125	in	in	linguistic	_	Begin=473.915	_	_	_	_	_
125-1	BO105	125	una::	una	linguistic	_	_	2x2	_	_	_	_
125-2	BO105	125	agenzia	agenzia	linguistic	_	_	_	_	_	_	_
125-3	BO105	125	di	di	linguistic	_	_	_	_	_	_	_
125-4	BO105	125	traduzioni	traduzioni	linguistic	_	_	_	_	_	_	_
125-5	BO105	125	e	e	linguistic	_	_	_	_	_	_	_
125-6	BO105	125	scuola	scuola	linguistic	_	_	_	_	_	_	_
125-7	BO105	125	di	di	linguistic	_	_	_	_	_	_	_
125-8	BO105	125	lingua.	lingua	linguistic	Intonation=Falling	End=476.523	_	_	_	_	_
126-0	BO104	126	[mh	mh	linguistic	_	Begin=476.7	_	_	_	0-2(23)	BC[4]
126-1	BO104	126	mh]	mh	linguistic	_	End=477.32	_	_	_	0-2(23)	BC[4]
127-0	BO105	127	[a]	a	linguistic	_	Begin=476.711	_	_	_	0-1(23)	_
127-1	BO105	127	@nomeluogo,	@nomeluogo	linguistic	Intonation=weakly_rising	End=477.308	_	_	_	_	_
128-0	BO105	128	e:	e	linguistic	_	Begin=477.465	0x1	_	_	_	_
128-1	BO105	128	ho	ho	linguistic	_	_	_	_	_	_	_
128-2	BO105	128	corretto::	corretto	linguistic	_	_	7x2	_	_	_	_
128-3	BO105	128	i	i	linguistic	_	_	_	_	_	_	_
128-4	BO105	128	cat,	cat	linguistic	Intonation=weakly_rising	End=479.715	_	_	_	_	_
129-0	BO105	129	delle	delle	linguistic	_	Begin=479.773	_	_	_	_	SR[27]
129-1	BO105	129	superio~	superio~	linguistic	Interrupted=Yes	_	_	_	_	_	SR[27]
129-2	BO105	129	il	il	linguistic	_	_	_	_	_	_	SR[27]
129-3	BO105	129	[test]	test	linguistic	_	_	_	_	_	0-4(24)	SR[27]
129-4	BO105	129	di	di	linguistic	_	_	_	_	_	_	SR[27]
129-5	BO105	129	entrata	entrata	linguistic	_	_	_	_	_	_	SR[27]
129-6	BO105	129	al	al	linguistic	_	_	_	_	_	_	SR[27]
129-7	BO105	129	cat,	cat	linguistic	Intonation=weakly_rising	_	_	_	_	_	SR[27]
129-8	BO105	129	delle	delle	linguistic	_	_	_	_	_	_	SR[27]
129-9	BO105	129	superiori.	superiori	linguistic	Intonation=Falling	End=482.42	_	_	_	_	SR[27]
130-0	BO104	130	[ah],	ah	linguistic	Intonation=weakly_rising	Begin=480.323|End=480.776	_	_	_	0-2(24)	BC
131-0	BO105	131	((ride))	((ride))	nonverbalbehavior	_	Begin=482.711|End=483.326	_	_	_	_	_
132-0	BO104	132	okay.	okay	linguistic	Intonation=Falling	Begin=483.1|End=483.54	_	_	_	_	BC
133-0	BO104	133	però,	però	linguistic	Intonation=weakly_rising	Begin=483.776	_	_	_	_	_
133-1	BO104	133	allo	allo	linguistic	_	_	_	_	_	_	_
133-2	BO104	133	stesso	stesso	linguistic	_	_	_	_	_	_	_
133-3	BO104	133	tempo	tempo	linguistic	_	_	_	_	_	_	_
133-4	BO104	133	invece,	invece	linguistic	Intonation=weakly_rising	_	_	_	_	_	_
133-5	BO104	133	mh:	mh	linguistic	_	End=486.9	1x1	_	_	_	FP
134-0	BO104	134	questa	questa	linguistic	_	Begin=487.02	_	_	_	_	_
134-1	BO104	134	oggettività	oggettività	linguistic	_	_	_	_	_	_	_
134-2	BO104	134	da	da	linguistic	_	_	_	_	_	_	_
134-3	BO104	134	che	che	linguistic	_	_	_	_	_	_	_
134-4	BO104	134	cosa	cosa	linguistic	_	_	_	_	_	_	_
134-5	BO104	134	può	può	linguistic	_	_	_	_	_	_	_
134-6	BO104	134	essere	essere	linguistic	_	_	_	_	_	_	_
134-7	BO104	134	invcece	invcece	linguistic	_	_	_	_	_	_	_
134-8	BO104	134	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	_
134-9	BO104	134	rinforzata?	rinforzata	linguistic	Intonation=Rising	End=492.185	_	_	_	_	_
135-0	BO104	135	anche	anche	linguistic	_	Begin=492.935	_	_	_	_	_
135-1	BO104	135	proprio	proprio	linguistic	_	_	_	_	_	_	_
135-2	BO104	135	nel	nel	linguistic	_	_	_	_	_	_	_
135-3	BO104	135	termine	termine	linguistic	_	_	_	_	_	_	_
135-4	BO104	135	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	_
135-5	BO104	135	della	della	linguistic	_	_	_	_	_	_	_
135-6	BO104	135	procedura	procedura	linguistic	_	_	_	_	_	_	_
135-7	BO104	135	del	del	linguistic	_	_	_	_	_	_	_
135-8	BO104	135	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	_
135-9	BO104	135	del	del	linguistic	_	_	_	_	_	_	_
135-10	BO104	135	test.	test	linguistic	Intonation=Falling	_	_	_	_	_	_
135-11	BO104	135	>può	può	linguistic	_	_	_	Fast=0-3	_	_	_
135-12	BO104	135	essere<	essere	linguistic	_	End=497.811	_	Fast=0-6	_	_	_
136-0	BO104	136	rinforzata	rinforzata	linguistic	_	Begin=498.63	_	_	_	_	_
136-1	BO104	136	dalle,	dalle	linguistic	Intonation=weakly_rising	_	_	_	_	_	_
136-2	BO104	136	e::h	eh	linguistic	_	_	0x2	_	_	_	FP
136-3	BO104	136	da	da	linguistic	_	_	_	_	_	_	_
136-4	BO104	136	dalla	dalla	linguistic	_	_	_	_	_	_	_
136-5	BO104	136	validazione,	validazione	linguistic	Intonation=weakly_rising	_	_	_	_	_	_
136-6	BO104	136	da	da	linguistic	_	_	_	_	_	_	_
136-7	BO104	136	una	una	linguistic	_	_	_	_	_	_	_
136-8	BO104	136	validazione	validazione	linguistic	_	_	_	_	_	_	_
136-9	BO104	136	anche	anche	linguistic	_	_	_	_	_	_	_
136-10	BO104	136	di	di	linguistic	_	_	_	_	_	_	_
136-11	BO104	136	tipo:	tipo	linguistic	_	_	3x1	_	_	_	_
136-12	BO104	136	e::h	eh	linguistic	_	_	0x2	_	_	_	FP
136-13	BO104	136	quantitativo,	quantitativo	linguistic	Intonation=weakly_rising	End=504.66	_	_	_	_	_
137-0	BO105	137	[sì]	sì	linguistic	_	Begin=504.658|End=505.01	_	_	_	0-2(25)	BC
138-0	BO104	138	[e]	e	linguistic	_	Begin=504.696	_	_	_	0-1(26)	_
138-1	BO104	138	quindi	quindi	linguistic	_	_	_	_	_	_	_
138-2	BO104	138	da	da	linguistic	_	_	_	_	_	_	_
138-3	BO104	138	una	una	linguistic	_	_	_	_	_	_	_
138-4	BO104	138	validazione	validazione	linguistic	_	_	_	_	_	_	_
138-5	BO104	138	anche	anche	linguistic	_	_	_	_	_	_	_
138-6	BO104	138	di	di	linguistic	_	_	_	_	_	_	_
138-7	BO104	138	tipo	tipo	linguistic	_	_	_	_	_	_	_
138-8	BO104	138	statistico.	statistico	linguistic	Intonation=Falling	End=506.823	_	_	_	_	_
139-0	BO104	139	mh	mh	linguistic	_	Begin=507.01	_	_	_	_	_
139-1	BO104	139	di	di	linguistic	_	_	_	_	_	_	_
139-2	BO104	139	cui	cui	linguistic	_	_	_	_	_	_	_
139-3	BO104	139	ci	ci	linguistic	_	_	_	_	_	_	_
139-4	BO104	139	parla	parla	linguistic	_	_	_	_	_	_	_
139-5	BO104	139	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	_
139-6	BO104	139	barney	barney	linguistic	_	_	_	_	_	_	_
139-7	BO104	139	nel	nel	linguistic	_	_	_	_	_	_	_
139-8	BO104	139	suo	suo	linguistic	_	_	_	_	_	_	_
139-9	BO104	139	articolo,	articolo	linguistic	Intonation=weakly_rising	End=509.95	_	_	_	_	_
140-0	BO105	140	sì.	sì	linguistic	Intonation=Falling	Begin=510.055|End=510.391	_	_	_	_	BC
141-0	BO105	141	e.	e	linguistic	Intonation=Falling	Begin=516.61	_	_	_	_	_
141-1	BO105	141	barney	barney	linguistic	_	_	_	_	_	_	_
141-2	BO105	141	nel	nel	linguistic	_	_	_	_	_	_	_
141-3	BO105	141	suo	suo	linguistic	_	_	_	_	_	_	_
141-4	BO105	141	articolo	articolo	linguistic	_	_	_	_	_	_	_
141-5	BO105	141	parla	parla	linguistic	_	_	_	_	_	_	_
141-6	BO105	141	di	di	linguistic	_	_	_	_	_	_	_
141-7	BO105	141	statistiche,	statistiche	linguistic	Intonation=weakly_rising	_	_	_	_	_	_
141-8	BO105	141	appunto,	appunto	linguistic	Intonation=weakly_rising	_	_	_	_	_	_
141-9	BO105	141	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	_
141-10	BO105	141	e:	e	linguistic	_	_	0x1	_	_	_	_
141-11	BO105	141	dice	dice	linguistic	_	_	_	_	_	_	_
141-12	BO105	141	che	che	linguistic	_	_	_	_	_	_	_
141-13	BO105	141	molte	molte	linguistic	_	_	_	_	_	_	_
141-14	BO105	141	volte	volte	linguistic	_	_	_	_	_	_	_
141-15	BO105	141	gli	gli	linguistic	_	_	_	_	_	_	_
141-16	BO105	141	insegnanti	insegnanti	linguistic	_	_	_	_	_	_	_
141-17	BO105	141	incorrono	incorrono	linguistic	_	_	_	_	_	_	_
141-18	BO105	141	in	in	linguistic	_	_	_	_	_	_	_
141-19	BO105	141	errore,	errore	linguistic	Intonation=weakly_rising	End=523.645	_	_	_	_	_
142-0	BO105	142	perchpe	perchpe	linguistic	_	Begin=523.673	_	_	_	_	_
142-1	BO105	142	e:h	eh	linguistic	_	_	0x1	_	_	_	FP
142-3	BO105	142	valutano	valutano	linguistic	_	_	_	_	_	_	_
142-4	BO105	142	in	in	linguistic	_	_	_	_	_	_	_
142-5	BO105	142	statistica	statistica	linguistic	_	_	_	_	_	_	_
142-6	BO105	142	anche	anche	linguistic	_	_	_	_	_	_	_
142-7	BO105	142	un	un	linguistic	_	_	_	_	_	_	_
142-8	BO105	142	numero	numero	linguistic	_	_	_	_	_	_	_
142-9	BO105	142	esiguo	esiguo	linguistic	_	_	_	_	_	_	_
142-10	BO105	142	di	di	linguistic	_	_	_	_	_	_	_
142-11	BO105	142	prove.	prove	linguistic	Intonation=Falling	End=528.16	_	_	_	_	_
143-0	BO105	143	svolte	svolte	linguistic	_	Begin=528.535	_	_	_	_	_
143-1	BO105	143	da,	da	linguistic	Intonation=weakly_rising	_	_	_	_	_	_
143-2	BO105	143	magari	magari	linguistic	_	_	_	_	_	_	_
143-3	BO105	143	una	una	linguistic	_	_	_	_	_	_	_
143-4	BO105	143	ventina	ventina	linguistic	_	_	_	_	_	_	_
143-5	BO105	143	di	di	linguistic	_	_	_	_	_	_	_
143-6	BO105	143	studenti,	studenti	linguistic	Intonation=weakly_rising	_	_	_	_	_	_
143-7	BO105	143	e	e	linguistic	_	_	_	_	_	_	_
143-8	BO105	143	qui	qui	linguistic	_	_	_	_	_	_	_
143-9	BO105	143	non	non	linguistic	_	_	_	_	_	_	_
143-10	BO105	143	è	è	linguistic	_	_	_	_	_	_	_
143-11	BO105	143	possibile	possibile	linguistic	_	_	_	_	_	_	_
143-12	BO105	143	parlare	parlare	linguistic	_	_	_	_	_	_	_
143-13	BO105	143	di:	di	linguistic	_	_	1x1	_	_	_	_
143-14	BO105	143	di	di	linguistic	_	_	_	_	_	_	_
143-15	BO105	143	statistiche,	statistiche	linguistic	Intonation=weakly_rising	_	_	_	_	_	_
143-16	BO105	143	perché	perché	linguistic	_	_	_	_	_	_	_
143-17	BO105	143	appunto	appunto	linguistic	_	End=534.001	_	_	_	_	_
144-0	BO105	144	m::	m	linguistic	_	Begin=534.041	0x2	_	_	_	FP
144-1	BO105	144	se	se	linguistic	_	_	_	_	_	_	_
144-3	BO105	144	anche	anche	linguistic	_	_	_	_	_	_	_
144-4	BO105	144	solamente	solamente	linguistic	_	_	_	_	_	_	_
144-5	BO105	144	cinque	cinque	linguistic	_	_	_	_	_	_	_
144-6	BO105	144	studenti,	studenti	linguistic	Intonation=weakly_rising	_	_	_	_	_	_
144-7	BO105	144	svolgono::	svolgono	linguistic	_	_	7x2	_	_	_	_
144-8	BO105	144	in	in	linguistic	_	_	_	_	_	_	_
144-9	BO105	144	modo	modo	linguistic	_	_	_	_	_	_	_
144-10	BO105	144	errato	errato	linguistic	_	_	_	_	_	_	_
144-11	BO105	144	il	il	linguistic	_	_	_	_	_	_	_
144-12	BO105	144	test,	test	linguistic	Intonation=weakly_rising	End=538.541	_	_	_	_	_
145-0	BO105	145	si	si	linguistic	_	Begin=539.401	_	_	_	_	_
145-1	BO105	145	viene	viene	linguistic	_	_	_	_	_	_	_
145-2	BO105	145	a	a	linguistic	_	_	_	_	_	_	_
145-3	BO105	145	parlare	parlare	linguistic	_	_	_	_	_	_	_
145-4	BO105	145	già	già	linguistic	_	_	_	_	_	_	_
145-5	BO105	145	del	del	linguistic	_	_	_	_	_	_	_
145-6	BO105	145	venticinque	venticinque	linguistic	_	_	_	_	_	_	_
145-7	BO105	145	percento.	percento	linguistic	Intonation=Falling	_	_	_	_	_	_
145-8	BO105	145	e	e	linguistic	_	_	_	_	_	_	_
145-9	BO105	145	quindi	quindi	linguistic	_	_	_	_	_	_	_
145-10	BO105	145	barney	barney	linguistic	_	_	_	_	_	_	_
145-11	BO105	145	sconsiglia	sconsiglia	linguistic	_	_	_	_	_	_	_
145-12	BO105	145	diciamo	diciamo	linguistic	_	_	_	_	_	_	_
145-13	BO105	145	la:	la	linguistic	_	End=544.033	1x1	_	_	_	_
146-0	BO105	146	valutazione	valutazione	linguistic	_	Begin=544.206	_	_	_	_	_
146-1	BO105	146	statistica,	statistica	linguistic	Intonation=weakly_rising	_	_	_	_	_	_
146-2	BO105	146	in	in	linguistic	_	_	_	_	_	_	_
146-3	BO105	146	gruppi::	gruppi	linguistic	_	_	5x2	_	_	_	_
146-4	BO105	146	in	in	linguistic	_	_	_	_	_	_	_
146-5	BO105	146	gruppi	gruppi	linguistic	_	_	_	_	_	_	_
146-6	BO105	146	esigui	esigui	linguistic	_	_	_	_	_	_	_
146-7	BO105	146	di::	di	linguistic	_	End=547.933	1x2	_	_	_	_
147-0	BO105	147	in	in	linguistic	_	Begin=549.0	_	_	_	_	_
147-1	BO105	147	gruppi	gruppi	linguistic	_	_	_	_	_	_	_
147-2	BO105	147	poco	poco	linguistic	_	_	_	_	_	_	_
147-3	BO105	147	numerosi	numerosi	linguistic	_	_	_	_	_	_	_
147-4	BO105	147	di	di	linguistic	_	_	_	_	_	_	_
147-5	BO105	147	stud[enti].	studenti	linguistic	Intonation=Falling	End=550.99	_	_	_	4-8(27)	_
148-0	BO104	148	[mhmh]	mhmh	linguistic	_	Begin=550.471|End=550.843	_	_	_	0-4(27)	BC
149-0	BO104	149	okay.	okay	linguistic	Intonation=Falling	Begin=558.325	_	_	_	_	BC
149-1	BO104	149	allora	allora	linguistic	_	_	_	_	_	_	_
149-2	BO104	149	le	le	linguistic	_	_	_	_	_	_	_
149-3	BO104	149	slide	slide	linguistic	_	_	_	_	_	_	_
149-4	BO104	149	non	non	linguistic	_	_	_	_	_	_	_
149-5	BO104	149	le	le	linguistic	_	_	_	_	_	_	_
149-6	BO104	149	hai	hai	linguistic	_	_	_	_	_	_	_
149-7	BO104	149	fatte	fatte	linguistic	_	_	_	_	_	_	_
149-8	BO104	149	vero?	vero	linguistic	Intonation=Rising	End=560.55	_	_	_	_	_
150-0	BO105	150	no.	no	linguistic	Intonation=Falling	Begin=560.911|End=561.415	_	_	_	_	_
151-0	BO104	151	allora	allora	linguistic	_	Begin=563.533	_	_	_	_	_
151-1	BO104	151	peccato	peccato	linguistic	_	_	_	_	_	_	_
151-2	BO104	151	perché	perché	linguistic	_	_	_	_	_	_	_
151-3	BO104	151	ci	ci	linguistic	_	_	_	_	_	_	_
151-4	BO104	151	sono	sono	linguistic	_	_	_	_	_	_	_
151-5	BO104	151	tutta	tutta	linguistic	_	_	_	_	_	_	_
151-6	BO104	151	una	una	linguistic	_	_	_	_	_	_	_
151-7	BO104	151	serie	serie	linguistic	_	_	_	_	_	_	_
151-8	BO104	151	di::	di	linguistic	_	_	1x2	_	_	_	_
151-9	BO104	151	di	di	linguistic	_	_	_	_	_	_	_
151-10	BO104	151	concetti	concetti	linguistic	_	_	_	_	_	_	_
151-11	BO104	151	che	che	linguistic	_	_	_	_	_	_	_
151-12	BO104	151	ho	ho	linguistic	_	_	_	_	_	_	_
151-13	BO104	151	affrontato	affrontato	linguistic	_	_	_	_	_	_	_
151-14	BO104	151	unicamente	unicamente	linguistic	_	_	_	_	_	_	_
151-15	BO104	151	nelle:::	nelle	linguistic	_	_	4x3	_	_	_	_
151-16	BO104	151	nelle	nelle	linguistic	_	_	_	_	_	_	_
151-17	BO104	151	slide,	slide	linguistic	Intonation=weakly_rising	_	_	_	_	_	_
151-18	BO104	151	che	che	linguistic	_	_	_	_	_	_	_
151-19	BO104	151	negli	negli	linguistic	_	_	_	_	_	_	_
151-20	BO104	151	articoli	articoli	linguistic	_	_	_	_	_	_	_
151-21	BO104	151	non	non	linguistic	_	_	_	_	_	_	_
151-22	BO104	151	sono	sono	linguistic	_	_	_	_	_	_	_
151-23	BO104	151	ripresi	ripresi	linguistic	_	_	_	_	_	_	_
151-24	BO104	151	in	in	linguistic	_	_	_	_	_	_	_
151-25	BO104	151	modo::	modo	linguistic	_	_	3x2	_	_	_	_
151-26	BO104	151	[preci]so.	preciso	linguistic	Intonation=Falling	End=574.7	_	_	_	0-5(28)	_
152-0	BO105	152	[non::]	non	linguistic	_	Begin=573.63|End=574.148	2x2	_	_	0-3(28)	_
153-0	BO105	153	non	non	linguistic	_	Begin=574.795	_	_	_	_	_
153-1	BO105	153	le	le	linguistic	_	_	_	_	_	_	_
153-2	BO105	153	ho	ho	linguistic	_	_	_	_	_	_	_
153-3	BO105	153	viste,	viste	linguistic	Intonation=weakly_rising	_	_	_	_	_	_
153-4	BO105	153	°purtroppo.°	purtroppo	linguistic	Intonation=Falling|Volume=Low	End=576.828	_	_	_	_	_
154-0	BO104	154	e::hm,	ehm	linguistic	Intonation=weakly_rising	Begin=579.641|End=580.87	0x2	_	_	_	FP
155-0	BO104	155	senti	senti	linguistic	_	Begin=581.315	_	_	_	_	_
155-1	BO104	155	e	e	linguistic	_	_	_	_	_	_	_
155-2	BO104	155	invece,	invece	linguistic	Intonation=weakly_rising	_	_	_	_	_	_
155-3	BO104	155	allora	allora	linguistic	_	_	_	_	_	_	_
155-4	BO104	155	sempre	sempre	linguistic	_	_	_	_	_	_	_
155-5	BO104	155	per	per	linguistic	_	_	_	_	_	_	_
155-6	BO104	155	rimanere::	rimanere	linguistic	_	_	7x2	_	_	_	_
155-7	BO104	155	eh	eh	linguistic	_	_	_	_	_	_	FP
155-8	BO104	155	diciamo	diciamo	linguistic	_	_	_	_	_	_	_
155-9	BO104	155	più	più	linguistic	_	_	_	_	_	_	_
155-10	BO104	155	legati	legati	linguistic	_	_	_	_	_	_	_
155-11	BO104	155	all'	all'	linguistic	SpaceAfter=No	_	_	_	_	_	_
155-12	BO104	155	esposizioe	esposizioe	linguistic	_	_	_	_	_	_	_
155-13	BO104	155	di	di	linguistic	_	_	_	_	_	_	_
155-14	BO104	155	barney::	barney	linguistic	_	_	5x2	_	_	_	_
155-15	BO104	155	e::h.	eh	linguistic	Intonation=Falling	End=587.053	0x2	_	_	_	FP
156-0	BO104	156	che	che	linguistic	_	Begin=587.81	_	_	_	_	_
156-1	BO104	156	cosa	cosa	linguistic	_	_	_	_	_	_	_
156-2	BO104	156	si	si	linguistic	_	_	_	_	_	_	_
156-3	BO104	156	intende	intende	linguistic	_	_	_	_	_	_	_
156-4	BO104	156	con:	con	linguistic	_	_	2x1	_	_	_	_
156-5	BO104	156	validità	validità	linguistic	_	_	_	_	_	_	_
156-6	BO104	156	e	e	linguistic	_	_	_	_	_	_	_
156-7	BO104	156	affidabilità,	affidabilità	linguistic	Intonation=weakly_rising	_	_	_	_	_	_
156-8	BO104	156	[di	di	linguistic	_	_	_	_	_	0-2(29)	_
156-9	BO104	156	una	una	linguistic	_	_	_	_	_	0-3(29)	_
156-10	BO104	156	prova]?	prova	linguistic	Intonation=Rising	End=591.43	_	_	_	0-5(29)	_
157-0	BO105	157	[allora]	allora	linguistic	_	Begin=591.036	_	_	_	0-6(29)	_
157-1	BO105	157	la	la	linguistic	_	_	_	_	_	_	_
157-2	BO105	157	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	_
157-3	BO105	157	la:::	la	linguistic	_	_	1x3	_	_	_	_
157-4	BO105	157	la	la	linguistic	_	_	_	_	_	_	_
157-5	BO105	157	validità,	validità	linguistic	Intonation=weakly_rising	_	_	_	_	_	_
157-6	BO105	157	significa	significa	linguistic	_	_	_	_	_	_	_
157-7	BO105	157	che:	che	linguistic	_	_	2x1	_	_	_	_
157-8	BO105	157	la	la	linguistic	_	_	_	_	_	_	_
157-9	BO105	157	prova,	prova	linguistic	Intonation=weakly_rising	End=594.998	_	_	_	_	_
158-0	BO105	158	e::hm	ehm	linguistic	_	Begin=595.315	0x2	_	_	_	FP
158-1	BO105	158	valuta	valuta	linguistic	_	_	_	_	_	_	_
158-2	BO105	158	realmente	realmente	linguistic	_	_	_	_	_	_	_
158-3	BO105	158	ciò	ciò	linguistic	_	_	_	_	_	_	_
158-4	BO105	158	che:	che	linguistic	_	_	2x1	_	_	_	_
158-5	BO105	158	il	il	linguistic	_	_	_	_	_	_	_
158-6	BO105	158	valutatore	valutatore	linguistic	_	_	_	_	_	_	_
158-7	BO105	158	intende	intende	linguistic	_	_	_	_	_	_	_
158-8	BO105	158	valutare.	valutare	linguistic	Intonation=Falling	End=599.24	_	_	_	_	_
159-0	BO104	159	ripeti	ripeti	linguistic	_	Begin=600.41	_	_	_	_	OR[28]
159-1	BO104	159	scusa,	scusa	linguistic	Intonation=weakly_rising	End=601.36	_	_	_	_	OR[28]
160-0	BO105	160	validià	validià	linguistic	_	Begin=602.013	_	_	_	_	_
160-1	BO105	160	significa	significa	linguistic	_	_	_	_	_	_	_
160-2	BO105	160	che	che	linguistic	_	_	_	_	_	_	_
160-3	BO105	160	la	la	linguistic	_	_	_	_	_	_	_
160-4	BO105	160	prova	prova	linguistic	_	_	_	_	_	_	_
160-5	BO105	160	valuta	valuta	linguistic	_	_	_	_	_	_	_
160-6	BO105	160	realmente,	realmente	linguistic	Intonation=weakly_rising	_	_	_	_	_	_
160-7	BO105	160	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	_
160-8	BO105	160	cioè	cioè	linguistic	_	_	_	_	_	_	_
160-9	BO105	160	che	che	linguistic	_	_	_	_	_	_	_
160-10	BO105	160	si	si	linguistic	_	_	_	_	_	_	_
160-11	BO105	160	intende	intende	linguistic	_	_	_	_	_	_	_
160-12	BO105	160	valutare.	valutare	linguistic	Intonation=Falling	End=606.368	_	_	_	_	_
161-0	BO105	161	una	una	linguistic	_	Begin=606.61	_	_	_	_	_
161-1	BO105	161	defini[zione	definizione	linguistic	_	_	_	_	_	6-11(30)	_
161-2	BO105	161	un	un	linguistic	_	_	_	_	_	0-2(30)	_
161-3	BO105	161	po']	po'	linguistic	_	End=607.441	_	_	_	0-3(30)	_
162-0	BO104	162	[che	che	linguistic	_	Begin=607.1	_	_	_	0-3(30)	OR[29]
162-1	BO104	162	cosa]	cosa	linguistic	_	_	_	_	_	0-4(30)	OR[29]
162-2	BO104	162	vuol	vuol	linguistic	_	_	_	_	_	_	OR[29]
162-3	BO104	162	dire?	dire	linguistic	Intonation=Rising	End=608.5	_	_	_	_	OR[29]
163-0	BO105	163	l'	l'	linguistic	SpaceAfter=No	Begin=608.56	_	_	_	_	_
163-1	BO105	163	ho	ho	linguistic	_	_	_	_	_	_	_
163-2	BO105	163	trovata	trovata	linguistic	_	_	_	_	_	_	_
163-3	BO105	163	anche	anche	linguistic	_	_	_	_	_	_	_
163-4	BO105	163	una	una	linguistic	_	_	_	_	_	_	_
163-5	BO105	163	definizione	definizione	linguistic	_	_	_	_	_	_	_
163-6	BO105	163	un	un	linguistic	_	_	_	_	_	_	_
163-7	BO105	163	po'	po'	linguistic	_	_	_	_	_	_	_
163-8	BO105	163	particola~	particola~	linguistic	Interrupted=Yes	_	_	_	_	_	_
163-9	BO105	163	[nel	nel	linguistic	_	_	_	_	_	0-3(31)	_
163-10	BO105	163	senso	senso	linguistic	_	_	_	_	_	0-5(31)	_
163-11	BO105	163	che]	che	linguistic	_	End=611.666	_	_	_	0-3(31)	_
164-0	BO104	164	[sì	sì	linguistic	_	Begin=610.83	_	_	_	0-2(31)	OR[30]
164-1	BO104	164	che	che	linguistic	_	_	_	_	_	0-3(31)	OR[30]
164-2	BO104	164	cosa]	cosa	linguistic	_	_	_	_	_	0-4(31)	OR[30]
164-3	BO104	164	vuol	vuol	linguistic	_	_	_	_	_	_	OR[30]
164-4	BO104	164	dire,	dire	linguistic	Intonation=weakly_rising	End=611.9	_	_	_	_	OR[30]
165-0	BO105	165	e::hm	ehm	linguistic	_	Begin=612.145	0x2	_	_	_	FP
165-1	BO105	165	che	che	linguistic	_	_	_	_	_	_	SR[31]
165-2	BO105	165	non	non	linguistic	_	_	_	_	_	_	SR[31]
165-3	BO105	165	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	SR[31]
165-4	BO105	165	si	si	linguistic	_	_	_	_	_	_	SR[31]
165-5	BO105	165	incorra	incorra	linguistic	_	_	_	_	_	_	SR[31]
165-6	BO105	165	diciamo	diciamo	linguistic	_	_	_	_	_	_	SR[31]
165-7	BO105	165	che	che	linguistic	_	_	_	_	_	_	SR[31]
165-8	BO105	165	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	SR[31]
165-9	BO105	165	quando	quando	linguistic	_	_	_	_	_	_	SR[31]
165-10	BO105	165	viene	viene	linguistic	_	_	_	_	_	_	SR[31]
165-11	BO105	165	presentato	presentato	linguistic	_	_	_	_	_	_	SR[31]
165-12	BO105	165	un	un	linguistic	_	_	_	_	_	_	_
165-13	BO105	165	test,	test	linguistic	Intonation=weakly_rising	End=617.165	_	_	_	_	_
166-0	BO105	166	che:	che	linguistic	_	Begin=617.525	2x1	_	_	_	_
166-1	BO105	166	e:hm	ehm	linguistic	_	_	0x1	_	_	_	FP
166-2	BO105	166	vuole	vuole	linguistic	_	_	_	_	_	_	_
166-3	BO105	166	ad	ad	linguistic	_	_	_	_	_	_	_
166-4	BO105	166	esepio,	esepio	linguistic	Intonation=weakly_rising	_	_	_	_	_	_
166-5	BO105	166	e:hm	ehm	linguistic	_	_	0x1	_	_	_	FP
166-6	BO105	166	valutare,	valutare	linguistic	Intonation=weakly_rising	End=621.75	_	_	_	_	_
