token_id	speaker	tu_id	span	form	type	jefferson_feats	align	prolongations	pace	guesses	overlaps	event
390-15	BO087	390	avuto	avuto	linguistic	_	_	_	_	_	_	_
390-16	BO087	390	in	in	linguistic	_	_	_	_	_	_	_
390-17	BO087	390	mano,	mano	linguistic	Intonation=WeaklyRising	End=948.827	_	_	_	_	_
391-0	BO089	391	no.	no	linguistic	Intonation=Falling	Begin=948.82|End=949.18	_	_	_	_	BC
392-0	BO087	392	lo	lo	linguistic	_	Begin=949.18	_	_	_	_	_
392-1	BO087	392	riporta	riporta	linguistic	_	_	_	_	_	_	_
392-2	BO087	392	in	in	linguistic	_	_	_	_	_	_	_
392-3	BO087	392	numeri	numeri	linguistic	_	_	_	_	_	_	_
392-4	BO087	392	arabi,	arabi	linguistic	Intonation=WeaklyRising	_	_	_	_	_	_
392-5	BO087	392	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	_
392-6	BO087	392	e	e	linguistic	_	_	_	_	_	_	_
392-7	BO087	392	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	_
392-8	BO087	392	la	la	linguistic	_	_	_	_	_	_	_
392-9	BO087	392	sua	sua	linguistic	_	_	_	_	_	_	_
392-10	BO087	392	bibliografia	bibliografia	linguistic	_	_	_	_	_	_	_
392-11	BO087	392	lo	lo	linguistic	_	_	_	_	_	_	_
392-12	BO087	392	riporta	riporta	linguistic	_	_	_	_	_	_	_
392-13	BO087	392	in	in	linguistic	_	_	_	_	_	_	_
392-14	BO087	392	numeri	numeri	linguistic	_	_	_	_	_	_	_
392-15	BO087	392	arabi,	arabi	linguistic	Intonation=WeaklyRising	End=953.26	_	_	_	_	_
393-0	BO087	393	no	no	linguistic	_	Begin=953.526	_	_	_	_	_
393-1	BO087	393	un	un	linguistic	_	_	_	_	_	_	_
393-2	BO087	393	bibliografo	bibliografo	linguistic	_	_	_	_	_	_	_
393-3	BO087	393	molto	molto	linguistic	_	_	_	_	_	_	_
393-4	BO087	393	scafa:to,	scafato	linguistic	Intonation=WeaklyRising	_	4x1	_	_	_	_
393-5	BO087	393	va	va	linguistic	_	_	_	_	_	_	_
393-6	BO087	393	a	a	linguistic	_	_	_	_	_	_	_
393-7	BO087	393	controllare	controllare	linguistic	_	_	_	_	_	_	_
393-8	BO087	393	e	e	linguistic	_	_	_	_	_	_	_
393-9	BO087	393	lo	lo	linguistic	_	_	_	_	_	_	_
393-10	BO087	393	trasforma	trasforma	linguistic	_	_	_	_	_	_	_
393-11	BO087	393	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	_
393-12	BO087	393	[non	non	linguistic	_	_	_	_	_	0-3(114)	_
393-13	BO087	393	mi]	mi	linguistic	_	_	_	_	_	0-2(114)	_
393-14	BO087	393	aspetto	aspetto	linguistic	_	_	_	_	_	_	_
393-15	BO087	393	questo.	questo	linguistic	Intonation=Falling	End=958.925	_	_	_	_	_
394-0	BO089	394	[mh	mh	linguistic	_	Begin=957.823	_	_	_	0-2(114)	BC[42]
394-1	BO089	394	mh],	mh	linguistic	Intonation=WeaklyRising	End=958.213	_	_	_	0-2(114)	BC[42]
395-0	BO087	395	>quello	quello	linguistic	_	Begin=959.341	_	Fast=0-6	_	_	_
395-1	BO087	395	che	che	linguistic	_	_	_	Fast=0-3	_	_	_
395-2	BO087	395	mi	mi	linguistic	_	_	_	Fast=0-2	_	_	_
395-3	BO087	395	aspetto	aspetto	linguistic	_	_	_	Fast=0-7	_	_	_
395-4	BO087	395	da	da	linguistic	_	_	_	Fast=0-2	_	_	_
395-5	BO087	395	lei	lei	linguistic	_	_	_	Fast=0-3	_	_	_
395-6	BO087	395	invece	invece	linguistic	_	_	_	Fast=0-6	_	_	_
395-7	BO087	395	è<	è	linguistic	_	_	_	Fast=0-1	_	_	_
395-8	BO087	395	che	che	linguistic	_	_	_	_	_	_	_
395-9	BO087	395	lei	lei	linguistic	_	_	_	_	_	_	_
395-10	BO087	395	abbia	abbia	linguistic	_	_	_	_	_	_	_
395-11	BO087	395	la	la	linguistic	_	_	_	_	_	_	_
395-12	BO087	395	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	_
395-13	BO087	395	la	la	linguistic	_	_	_	_	_	_	_
395-14	BO087	395	chia:ra	chiara	linguistic	_	_	3x1	_	_	_	_
395-15	BO087	395	percezione	percezione	linguistic	_	_	_	_	_	_	_
395-16	BO087	395	che	che	linguistic	_	_	_	_	_	_	_
395-17	BO087	395	per	per	linguistic	_	_	_	_	_	_	_
395-18	BO087	395	citare	citare	linguistic	_	_	_	_	_	_	_
395-19	BO087	395	una	una	linguistic	_	_	_	_	_	_	_
395-20	BO087	395	rivista	rivista	linguistic	_	_	_	_	_	_	_
395-21	BO087	395	ci	ci	linguistic	_	_	_	_	_	_	_
395-22	BO087	395	vuole	vuole	linguistic	_	_	_	_	_	_	_
395-23	BO087	395	un	un	linguistic	_	_	_	_	_	_	_
395-24	BO087	395	anno.	anno	linguistic	Intonation=Falling	End=964.774	_	_	_	_	_
396-0	BO089	396	mh	mh	linguistic	_	Begin=964.76	_	_	_	_	BC[43]
396-1	BO089	396	[mh],	mh	linguistic	Intonation=WeaklyRising	End=965.053	_	_	_	0-2(?)	BC[43]
397-0	BO087	397	[ci]	ci	linguistic	_	Begin=964.933	_	_	_	0-2(116)	_
397-1	BO087	397	vuole	vuole	linguistic	_	_	_	_	_	_	_
397-2	BO087	397	un'	un'	linguistic	SpaceAfter=No	_	_	_	_	_	_
397-3	BO087	397	annata,	annata	linguistic	Intonation=WeaklyRising	End=966.097	_	_	_	_	_
398-0	BO087	398	<eventualmente>	eventualmente	linguistic	_	Begin=966.487	_	Slow=0-13	_	_	_
398-1	BO087	398	ci	ci	linguistic	_	_	_	_	_	_	_
398-2	BO087	398	vuole	vuole	linguistic	_	_	_	_	_	_	_
398-3	BO087	398	un	un	linguistic	_	_	_	_	_	_	_
398-4	BO087	398	fascicolo	fascicolo	linguistic	_	End=968.64	_	_	_	_	_
399-0	BO087	399	ed	ed	linguistic	_	Begin=968.75	_	_	_	_	_
399-1	BO087	399	eventualissimamente,	eventualissimamente	linguistic	Intonation=WeaklyRising	End=970.797	_	_	_	_	_
400-0	BO087	400	una	una	linguistic	_	Begin=970.942	_	_	_	_	_
400-1	BO087	400	serie.	serie	linguistic	Intonation=Falling	End=971.877	_	_	_	_	_
401-0	BO087	401	qualora	qualora	linguistic	_	Begin=972.2	_	_	_	_	_
401-1	BO087	401	una	una	linguistic	_	_	_	_	_	_	_
401-2	BO087	401	rivista,	rivista	linguistic	Intonation=WeaklyRising	End=973.19	_	_	_	_	_
402-0	BO087	402	sia,	sia	linguistic	Intonation=WeaklyRising	Begin=973.402|End=973.97	_	_	_	_	_
403-0	BO087	403	e::h	eh	linguistic	ProsodicLink=Yes	Begin=974.464	0x2	_	_	_	FP[75]
403-1	BO087	403	m::h	mh	linguistic	_	_	0x2	_	_	_	FP[75]
403-2	BO087	403	talmente	talmente	linguistic	_	_	_	_	_	_	_
403-3	BO087	403	vecchia,	vecchia	linguistic	Intonation=WeaklyRising	End=976.72	_	_	_	_	_
404-0	BO087	404	da	da	linguistic	_	Begin=977.112	_	_	_	_	_
404-1	BO087	404	aver	aver	linguistic	_	_	_	_	_	_	_
404-2	BO087	404	a	a	linguistic	_	_	_	_	_	_	_
404-3	BO087	404	un	un	linguistic	_	_	_	_	_	_	_
404-4	BO087	404	certo	certo	linguistic	_	_	_	_	_	_	_
404-5	BO087	404	punto	punto	linguistic	_	_	_	_	_	_	_
404-6	BO087	404	azzera:to	azzerato	linguistic	_	_	5x1	_	_	_	_
404-7	BO087	404	la	la	linguistic	_	_	_	_	_	_	_
404-8	BO087	404	sua	sua	linguistic	_	_	_	_	_	_	_
404-9	BO087	404	numerazione,	numerazione	linguistic	Intonation=WeaklyRising	_	_	_	_	_	_
404-10	BO087	404	e	e	linguistic	_	_	_	_	_	_	_
404-11	BO087	404	ripartita	ripartita	linguistic	_	_	_	_	_	_	_
404-12	BO087	404	da	da	linguistic	_	_	_	_	_	_	_
404-13	BO087	404	una	una	linguistic	_	_	_	_	_	_	_
404-14	BO087	404	nuova	nuova	linguistic	_	_	_	_	_	_	_
404-15	BO087	404	serie	serie	linguistic	_	_	_	_	_	_	_
404-16	BO087	404	un	un	linguistic	_	_	_	_	_	_	_
404-17	BO087	404	po'	po'	linguistic	_	_	_	_	_	_	_
404-18	BO087	404	come	come	linguistic	_	_	_	_	_	_	_
404-19	BO087	404	le:,	le	linguistic	Intonation=WeaklyRising	End=982.749	1x1	_	_	_	_
405-0	BO087	405	le	le	linguistic	_	Begin=983.044	_	_	_	_	_
405-1	BO087	405	serie	serie	linguistic	_	_	_	_	_	_	_
405-2	BO087	405	televis[ive].	televisive	linguistic	Intonation=Falling	End=984.172	_	_	_	7-10(117)	_
406-0	BO089	406	[mh	mh	linguistic	_	Begin=983.9	_	_	_	0-2(117)	BC[44]
406-1	BO089	406	mh],	mh	linguistic	Intonation=WeaklyRising	End=984.169	_	_	_	0-2(117)	BC[44]
407-0	BO087	407	prima	prima	linguistic	_	Begin=984.216	_	_	_	_	_
407-1	BO087	407	serie,	serie	linguistic	Intonation=WeaklyRising	_	_	_	_	_	_
407-2	BO087	407	seconda	seconda	linguistic	_	_	_	_	_	_	_
407-3	BO087	407	serie	serie	linguistic	_	_	_	_	_	_	_
407-4	BO087	407	terza	terza	linguistic	_	_	_	_	_	_	_
407-5	BO087	407	serie	serie	linguistic	_	_	_	_	_	_	_
407-6	BO087	407	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	_
407-7	BO087	407	okay?	okay	linguistic	Intonation=Rising	End=986.052	_	_	_	_	_
408-0	BO087	408	però	però	linguistic	_	Begin=986.677	_	_	_	_	_
408-1	BO087	408	questo	questo	linguistic	_	_	_	_	_	_	_
408-2	BO087	408	lei	lei	linguistic	_	_	_	_	_	_	_
408-3	BO087	408	lo	lo	linguistic	_	_	_	_	_	_	_
408-4	BO087	408	deve,	deve	linguistic	Intonation=WeaklyRising	End=987.74	_	_	_	_	_
409-0	BO087	409	focal[izzare]	focalizzare	linguistic	_	Begin=988.293	_	_	_	5-11(118)	_
409-1	BO087	409	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	_
409-2	BO087	409	a	a	linguistic	_	_	_	_	_	_	_
409-3	BO087	409	lezione	lezione	linguistic	_	_	_	_	_	_	_
409-4	BO087	409	l'	l'	linguistic	SpaceAfter=No	_	_	_	_	_	SR[103]
409-5	BO087	409	avre~	avre~	linguistic	Interrupted=Yes	_	_	_	_	_	SR[103]
409-6	BO087	409	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	SR[103]
409-7	BO087	409	l'	l'	linguistic	SpaceAfter=No	_	_	_	_	_	SR[103]
409-8	BO087	409	ho	ho	linguistic	_	_	_	_	_	_	SR[103]
409-9	BO087	409	spiegato	spiegato	linguistic	_	_	_	_	_	_	SR[103]
409-10	BO087	409	abbastanza	abbastanza	linguistic	_	_	_	_	_	_	SR[103]
409-11	BO087	409	bene	bene	linguistic	_	_	_	_	_	_	SR[103]
409-12	BO087	409	ma,	ma	linguistic	Intonation=WeaklyRising	_	_	_	_	_	_
409-13	BO087	409	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	_
409-14	BO087	409	si	si	linguistic	_	_	_	_	_	_	_
409-15	BO087	409	vede	vede	linguistic	_	_	_	_	_	_	_
409-16	BO087	409	capisco	capisco	linguistic	_	_	_	_	_	_	_
409-17	BO087	409	che	che	linguistic	_	_	_	_	_	_	_
409-18	BO087	409	lei	lei	linguistic	_	_	_	_	_	_	_
409-19	BO087	409	non	non	linguistic	_	End=993.056	_	_	_	_	_
410-0	BO089	410	[sì].	sì	linguistic	Intonation=Falling	Begin=988.786|End=989.075	_	_	_	0-2(118)	BC
411-0	BO087	411	perché	perché	linguistic	_	Begin=993.436	_	_	_	_	_
411-1	BO087	411	una	una	linguistic	_	_	_	_	_	_	_
411-2	BO087	411	delle	delle	linguistic	_	_	_	_	_	_	_
411-3	BO087	411	cose	cose	linguistic	_	_	_	_	_	_	_
411-4	BO087	411	più	più	linguistic	_	_	_	_	_	_	_
411-5	BO087	411	difficili.	difficili	linguistic	Intonation=Falling	End=995.09	_	_	_	_	_
412-0	BO089	412	((ride))	((ride))	nonverbalbehavior	_	Begin=993.72|End=994.44	_	_	_	_	_
413-0	BO089	413	m:::h,	mh	linguistic	Intonation=WeaklyRising	Begin=995.138|End=995.668	0x3	_	_	_	BC
414-0	BO087	414	della	della	linguistic	_	Begin=995.65	_	_	_	_	_
414-1	BO087	414	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	_
414-2	BO087	414	m:h	mh	linguistic	_	_	0x1	_	_	_	FP
414-3	BO087	414	bibliografi[a	bibliografia	linguistic	_	_	_	_	_	11-12(119)	_
414-4	BO087	414	(.)	[PAUSE]	shortpause	_	_	_	_	_	0-3(119)	_
414-5	BO087	414	reperto]riale	repertoriale	linguistic	_	_	_	_	_	0-7(119)	_
414-6	BO087	414	e	e	linguistic	_	_	_	_	_	_	_
414-7	BO087	414	periodica.	periodica	linguistic	Intonation=Falling	End=999.494	_	_	_	_	_
415-0	BO089	415	[mh	mh	linguistic	_	Begin=997.358	_	_	_	0-2(120)	BC[45]
415-1	BO089	415	mh	mh	linguistic	_	_	_	_	_	0-2(120)	BC[45]
415-2	BO089	415	mh],	mh	linguistic	Intonation=WeaklyRising	End=998.13	_	_	_	0-2(120)	BC[45]
416-0	BO087	416	mh?	mh	linguistic	Intonation=Rising	Begin=999.643|End=1000.016	_	_	_	_	_
417-0	BO089	417	okay.	okay	linguistic	Intonation=Falling	Begin=1000.156|End=1000.812	_	_	_	_	BC
418-0	BO089	418	stavo	stavo	linguistic	_	Begin=1002.262	_	_	_	_	_
418-1	BO089	418	ricercando::	ricercando	linguistic	_	_	9x2	_	_	_	_
418-2	BO089	418	guo	guo	linguistic	_	_	_	_	_	_	_
418-3	BO089	418	moruo.	moruo	linguistic	Intonation=Falling	_	_	_	_	_	_
418-4	BO089	418	((ride))	((ride))	nonverbalbehavior	_	End=1004.623	_	_	_	_	_
419-0	BO087	419	sì	sì	linguistic	_	Begin=1006.062	_	_	_	_	_
419-1	BO087	419	sicuramente	sicuramente	linguistic	_	_	_	_	_	_	_
419-2	BO087	419	loro	loro	linguistic	_	_	_	_	_	_	_
419-3	BO087	419	faranno	faranno	linguistic	_	_	_	_	_	_	_
419-4	BO087	419	una	una	linguistic	_	_	_	_	_	_	_
419-5	BO087	419	gran	gran	linguistic	_	_	_	_	_	_	_
419-6	BO087	419	confusione,	confusione	linguistic	Intonation=WeaklyRising	_	_	_	_	_	_
419-7	BO087	419	eh	eh	linguistic	_	_	_	_	_	_	FP
419-8	BO087	419	non	non	linguistic	_	_	_	_	_	_	_
419-9	BO087	419	ho:	ho	linguistic	_	_	1x1	_	_	_	_
419-10	BO087	419	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	_
419-11	BO087	419	non	non	linguistic	_	_	_	_	_	_	_
419-12	BO087	419	ho	ho	linguistic	_	_	_	_	_	_	_
419-13	BO087	419	dubbi.	dubbi	linguistic	Intonation=Falling	End=1010.261	_	_	_	_	_
420-0	BO089	420	no	no	linguistic	_	Begin=1012.75	_	_	_	_	_
420-1	BO089	420	non	non	linguistic	_	_	_	_	_	_	_
420-2	BO089	420	ritrovo	ritrovo	linguistic	_	_	_	_	_	_	_
420-3	BO089	420	quell'	quell'	linguistic	SpaceAfter=No	_	_	_	_	_	_
420-4	BO089	420	altro.	altro	linguistic	Intonation=Falling	End=1013.968	_	_	_	_	_
421-0	BO089	421	vabbè.	vabbè	linguistic	Intonation=Falling	Begin=1014.268|End=1014.58	_	_	_	_	_
422-0	BO087	422	anche	anche	linguistic	_	Begin=1014.57	_	_	_	_	_
422-1	BO087	422	perché	perché	linguistic	_	_	_	_	_	_	_
422-2	BO087	422	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	_
422-3	BO087	422	le	le	linguistic	_	_	_	_	_	_	_
422-4	BO087	422	bibliografie	bibliografie	linguistic	_	_	_	_	_	_	_
422-5	BO087	422	specialistiche	specialistiche	linguistic	_	_	_	_	_	_	_
422-6	BO087	422	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	_
422-7	BO087	422	spesso	spesso	linguistic	_	_	_	_	_	_	_
422-8	BO087	422	sono	sono	linguistic	_	_	_	_	_	_	_
422-9	BO087	422	compilati	compilati	linguistic	_	_	_	_	_	_	_
422-10	BO087	422	d[a	da	linguistic	_	_	_	_	_	1-2(121)	_
422-11	BO087	422	specialis]ti	specialisti	linguistic	_	_	_	_	_	0-9(121)	_
422-12	BO087	422	senza	senza	linguistic	_	_	_	_	_	_	_
422-13	BO087	422	la	la	linguistic	_	_	_	_	_	_	_
422-14	BO087	422	consulenza	consulenza	linguistic	_	_	_	_	_	_	_
422-15	BO087	422	dei	dei	linguistic	_	_	_	_	_	_	_
422-16	BO087	422	bibliografi	bibliografi	linguistic	_	End=1021.12	_	_	_	_	_
423-0	BO089	423	[mh	mh	linguistic	_	Begin=1018.22	_	_	_	0-2(122)	BC[46]
423-1	BO089	423	mh],	mh	linguistic	Intonation=WeaklyRising	End=1018.787	_	_	_	0-2(122)	BC[46]
424-0	BO087	424	e	e	linguistic	_	Begin=1021.232	_	_	_	_	_
424-1	BO087	424	quindi::,	quindi	linguistic	Intonation=WeaklyRising	End=1021.925	5x2	_	_	_	_
425-0	BO089	425	quindi	quindi	linguistic	_	Begin=1022.492	_	_	_	_	_
425-1	BO089	425	magari,	magari	linguistic	Intonation=WeaklyRising	_	_	_	_	_	_
425-2	BO089	425	((ride))	((ride))	nonverbalbehavior	_	_	_	_	_	_	_
425-3	BO089	425	un	un	linguistic	_	_	_	_	_	_	_
425-4	BO089	425	po',	po'	linguistic	Intonation=WeaklyRising	End=1024.29	_	_	_	_	_
426-0	BO087	426	hanno	hanno	linguistic	_	Begin=1024.29	_	_	_	_	_
426-1	BO087	426	una	una	linguistic	_	_	_	_	_	_	_
426-2	BO087	426	loro	loro	linguistic	_	_	_	_	_	_	_
426-3	BO087	426	dimensione	dimensione	linguistic	_	_	_	_	_	_	_
426-4	BO087	426	un	un	linguistic	_	_	_	_	_	_	_
426-5	BO087	426	po'	po'	linguistic	_	_	_	_	_	_	_
426-6	BO087	426	fantasiosa	fantasiosa	linguistic	_	_	_	_	_	_	_
426-7	BO087	426	talvolta.	talvolta	linguistic	Intonation=Falling	End=1027.44	_	_	_	_	_
427-0	BO089	427	((ride))	((ride))	nonverbalbehavior	_	Begin=1025.742|End=1026.267	_	_	_	_	_
428-0	BO089	428	((ride))	((ride))	nonverbalbehavior	_	Begin=1027.48|End=1027.95	_	_	_	_	_
429-0	BO087	429	allora,	allora	linguistic	Intonation=WeaklyRising	Begin=1027.49|End=1027.91	_	_	_	_	_
430-0	BO087	430	senta	senta	linguistic	_	Begin=1028.281	_	_	_	_	_
430-1	BO087	430	rossi,	rossi	linguistic	Intonation=WeaklyRising	_	_	_	_	_	_
430-2	BO087	430	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	_
430-3	BO087	430	poi	poi	linguistic	_	_	_	_	_	_	_
430-4	BO087	430	lei	lei	linguistic	_	_	_	_	_	_	_
430-5	BO087	430	mi	mi	linguistic	_	_	_	_	_	_	_
430-6	BO087	430	porta	porta	linguistic	_	_	_	_	_	_	_
430-7	BO087	430	il	il	linguistic	_	_	_	_	_	_	_
430-8	BO087	430	manuale.	manuale	linguistic	Intonation=Falling	End=1030.611	_	_	_	_	_
431-0	BO087	431	[che	che	linguistic	_	Begin=1030.63	_	_	_	0-3(123)	_
431-1	BO087	431	manu]ale	manuale	linguistic	_	_	_	_	_	0-4(123)	_
431-2	BO087	431	ha	ha	linguistic	_	_	_	_	_	_	_
431-3	BO087	431	scelto?	scelto	linguistic	Intonation=Rising	End=1031.714	_	_	_	_	_
432-0	BO089	432	[sì].	sì	linguistic	Intonation=Falling	Begin=1030.64|End=1030.91	_	_	_	0-2(123)	BC
433-0	BO089	433	lezioni	lezioni	linguistic	_	Begin=1031.69	_	_	_	_	_
433-1	BO089	433	di	di	linguistic	_	_	_	_	_	_	_
433-2	BO089	433	bibliografia,	bibliografia	linguistic	Intonation=WeaklyRising	_	_	_	_	_	_
433-3	BO089	433	il	il	linguistic	_	_	_	_	_	_	_
433-4	BO089	433	manuale,	manuale	linguistic	Intonation=WeaklyRising	_	_	_	_	_	_
433-5	BO089	433	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	_
433-6	BO089	433	poi	poi	linguistic	_	_	_	_	_	_	_
433-7	BO089	433	e::h	eh	linguistic	ProsodicLink=Yes	_	0x2	_	_	_	FP[76]
433-8	BO089	433	m:::h	mh	linguistic	_	_	0x3	_	_	_	FP[76]
433-9	BO089	433	ho	ho	linguistic	_	_	_	_	_	_	SR[104]
433-10	BO089	433	pre~	pre~	linguistic	Interrupted=Yes	_	_	_	_	_	SR[104]
433-11	BO089	433	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	SR[104]
433-12	BO089	433	ho	ho	linguistic	_	_	_	_	_	_	SR[104]
433-13	BO089	433	fatto::	fatto	linguistic	ProsodicLink=Yes	_	4x2	_	_	_	SR[104]
433-14	BO089	433	m:h	mh	linguistic	_	_	0x1	_	_	_	FP
433-15	BO089	433	il,	il	linguistic	Intonation=WeaklyRising	End=1037.709	_	_	_	_	_
434-0	BO089	434	l'	l'	linguistic	SpaceAfter=No	Begin=1038.903	_	_	_	_	_
434-1	BO089	434	università	università	linguistic	_	_	_	_	_	_	_
434-2	BO089	434	spiegata	spiegata	linguistic	_	_	_	_	_	_	_
434-3	BO089	434	agli	agli	linguistic	_	_	_	_	_	_	_
434-4	BO089	434	studenti	studenti	linguistic	_	_	_	_	_	_	_
434-5	BO089	434	[universi]tari	universitari	linguistic	_	_	_	_	_	0-8(125)	_
434-6	BO089	434	di	di	linguistic	_	_	_	_	_	_	_
434-7	BO089	434	[marco],	marco	linguistic	Intonation=WeaklyRising	End=1041.75	_	_	_	0-5(126)	_
435-0	BO087	435	[mh	mh	linguistic	_	Begin=1040.576	_	_	_	0-2(125)	BC[47]
435-1	BO087	435	mh],	mh	linguistic	Intonation=WeaklyRising	End=1041.055	_	_	_	0-2(125)	BC[47]
436-0	BO087	436	[la	la	linguistic	_	Begin=1041.31	_	_	_	0-2(?)	_
436-1	BO087	436	bibliote]ca	biblioteca	linguistic	_	_	_	_	_	0-8(?)	_
436-2	BO087	436	spiegata	spiegata	linguistic	_	_	_	_	_	_	_
436-3	BO087	436	agli	agli	linguistic	_	_	_	_	_	_	_
436-4	BO087	436	studenti	studenti	linguistic	_	_	_	_	_	_	_
436-5	BO087	436	universitari.	universitari	linguistic	Intonation=Falling	End=1043.348	_	_	_	_	_
437-0	BO089	437	[eh	eh	linguistic	ProsodicLink=Yes	Begin=1042.223	_	_	_	0-2(127)	FP[77]
437-1	BO089	437	mh	mh	linguistic	_	_	_	_	_	0-2(127)	FP[77]
437-2	BO089	437	la	la	linguistic	_	_	_	_	_	0-2(127)	_
437-3	BO089	437	biblioteca]:	biblioteca	linguistic	_	_	9x1	_	_	0-10(127)	_
437-4	BO089	437	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	_
437-5	BO089	437	di	di	linguistic	_	_	_	_	_	_	_
437-6	BO089	437	marco	marco	linguistic	_	_	_	_	_	_	_
437-7	BO089	437	guerr[ini].	guerrini	linguistic	Intonation=Falling	End=1044.698	_	_	_	5-8(128)	_
438-0	BO087	438	[mh],	mh	linguistic	Intonation=WeaklyRising	Begin=1044.425|End=1044.75	_	_	_	0-2(128)	BC
439-0	BO087	439	va	va	linguistic	_	Begin=1045.204	_	_	_	_	_
439-1	BO087	439	bene	bene	linguistic	_	_	_	_	_	_	_
439-2	BO087	439	allora	allora	linguistic	_	_	_	_	_	_	_
439-3	BO087	439	due	due	linguistic	_	_	_	_	_	_	_
439-4	BO087	439	domande,	domande	linguistic	Intonation=WeaklyRising	_	_	_	_	_	_
439-5	BO087	439	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	_
439-6	BO087	439	uno	uno	linguistic	_	_	_	_	_	_	_
439-7	BO087	439	da::	da	linguistic	_	_	1x2	_	_	_	_
439-8	BO087	439	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	_
439-9	BO087	439	dal	dal	linguistic	_	_	_	_	_	_	_
439-10	BO087	439	manuale	manuale	linguistic	_	_	_	_	_	_	_
439-11	BO087	439	il	il	linguistic	_	_	_	_	_	_	_
439-12	BO087	439	manuale,	manuale	linguistic	Intonation=WeaklyRising	_	_	_	_	_	_
439-13	BO087	439	mi	mi	linguistic	_	_	_	_	_	_	_
439-14	BO087	439	dice	dice	linguistic	_	_	_	_	_	_	_
439-15	BO087	439	per	per	linguistic	_	_	_	_	_	_	_
439-16	BO087	439	favore	favore	linguistic	_	_	_	_	_	_	_
439-17	BO087	439	che	che	linguistic	_	_	_	_	_	_	_
439-18	BO087	439	cos'	cos'	linguistic	SpaceAfter=No	_	_	_	_	_	_
439-19	BO087	439	è	è	linguistic	_	_	_	_	_	_	_
439-20	BO087	439	una	una	linguistic	_	_	_	_	_	_	_
439-21	BO087	439	bibliografia	bibliografia	linguistic	_	_	_	_	_	_	_
439-22	BO087	439	<nazionale>?	nazionale	linguistic	Intonation=Rising	End=1051.41	_	Slow=0-9	_	_	_
440-0	BO089	440	mh	mh	linguistic	_	Begin=1051.428	_	_	_	_	BC[48]
440-1	BO089	440	mh,	mh	linguistic	Intonation=WeaklyRising	End=1051.756	_	_	_	_	BC[48]
441-0	BO089	441	e::h	eh	linguistic	ProsodicLink=Yes	Begin=1052.134	0x2	_	_	_	FP[78]
441-1	BO089	441	m:h	mh	linguistic	_	_	0x1	_	_	_	FP[78]
441-2	BO089	441	è	è	linguistic	_	_	_	_	_	_	_
441-3	BO089	441	una	una	linguistic	_	_	_	_	_	_	_
441-4	BO089	441	tipologia	tipologia	linguistic	_	_	_	_	_	_	_
441-5	BO089	441	di:	di	linguistic	_	_	1x1	_	_	_	_
441-6	BO089	441	(.)	[PAUSE]	shortpause	_	_	_	_	_	_	_
441-7	BO089	441	bilbiografia,	bilbiografia	linguistic	Intonation=WeaklyRising	End=1055.075	_	_	_	_	_
442-0	BO089	442	e::h	eh	linguistic	ProsodicLink=Yes	Begin=1055.26	0x2	_	_	_	FP[79]
442-1	BO089	442	m:::h	mh	linguistic	ProsodicLink=Yes	_	0x3	_	_	_	FP[79]
442-2	BO089	442	e::h	eh	linguistic	ProsodicLink=Yes	_	0x2	_	_	_	FP[80]
442-3	BO089	442	m::::h,	mh	linguistic	Intonation=WeaklyRising	End=1057.331	0x4	_	_	_	FP[80]
443-0	BO089	443	nazionale,	nazionale	linguistic	Intonation=WeaklyRising	Begin=1057.399	_	_	_	_	_
443-1	BO089	443	nel	nel	linguistic	_	_	_	_	_	_	_
443-2	BO089	443	senso	senso	linguistic	_	_	_	_	_	_	_
443-3	BO089	443	che	che	linguistic	_	_	_	_	_	_	_
443-4	BO089	443	vengono	vengono	linguistic	_	_	_	_	_	_	_
443-5	BO089	443	elencate	elencate	linguistic	_	_	_	_	_	_	_
443-6	BO089	443	all'	all'	linguistic	SpaceAfter=No	_	_	_	_	_	_
443-7	BO089	443	interno	interno	linguistic	_	_	_	_	_	_	_
443-8	BO089	443	della:::,	della	linguistic	Intonation=WeaklyRising	End=1060.974	4x3	_	_	_	_
444-0	BO089	444	m:h	mh	linguistic	_	Begin=1061.048	0x1	_	_	_	FP
444-1	BO089	444	del	del	linguistic	_	_	_	_	_	_	_
444-2	BO089	444	repertorio	repertorio	linguistic	_	_	_	_	_	_	_
